TERM,SCHOOL,DEPARTMENT,SUBJ,COURSE,SECTION,CRN,TITLE,TYPE,CREDITS,INSTRUCTOR.NAME.S.,SECT.MAX,SECT.ENRL,UG.SECT.ENRL,UP.SECT.ENRL,GR.SECT.ENRL,VS.SECT.ENRL,VU.SECT.ENRL,VG.SECT.ENRL,XLST.GROUP,XLST.MAX,XLST.ENRL,TTL.ENRL,TTL.SEATS.AVAIL,XLST.WITH,XLST.CRN,XLST.LEAD.DEPT,HAS_SYLLABUS,TERM_num
22_1,School of Humanities and Arts,English and Creative Writing,ENGL,300,2,20428,PRACTICES OF LITERARY STUDY,SEM,3,"Derrick, Scott S.",20,10,10,0,0,0,0,0,,,NA,10,10,,,,Y,2
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,300,1,10051,PRACTICES OF LITERARY STUDY,SEM,3,"Hennessy, Rosemary",20,16,16,0,0,0,0,0,,,NA,16,4,,,,Y,3
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,300,2,13982,PRACTICES OF LITERARY STUDY,SEM,3,"Wood, Alden S.",20,7,7,0,0,0,0,0,,,NA,7,13,,,,Y,3
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,300,1,20119,PRACTICES OF LITERARY STUDY,SEM,3,"Joseph, Betty",20,11,11,0,0,0,0,0,,,NA,11,9,,,,Y,4
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,300,2,20327,PRACTICES OF LITERARY STUDY,SEM,3,"Derrick, Scott S.",20,16,16,0,0,0,0,0,,,NA,16,4,,,,Y,4
23_1,School of Humanities and Arts,Religion,RELI,300,1,23837,RELIGIONS IN AMERICA,LEC,3,"Senn, Christopher P.",30,14,12,0,0,0,0,2,,,NA,14,16,,,,Y,4
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,300,1,15285,PRACTICES OF LITERARY STUDY,SEM,3,"Morton, Timothy",25,11,11,0,0,0,0,0,,,NA,11,14,,,,Y,5
23_2,School of Humanities and Arts,Art,THEA,300,1,15384,INTRODUCTION TO THEATRE DESIGN,LL,3,"Krouskop, Mark A.",12,13,12,0,0,0,0,1,,,NA,13,-1,,,,Y,5
24_1,School of Humanities and Arts,English and Creative Writing,ENGL,300,1,20119,PRACTICES OF LITERARY STUDY,SEM,3,"Derrick, Scott S.",20,13,13,0,0,0,0,0,,,NA,13,7,,,,Y,6
24_1,School of Humanities and Arts,English and Creative Writing,ENGL,300,2,25082,PRACTICES OF LITERARY STUDY,SEM,3,"Srinivasan, Ragini Tharoor",20,14,14,0,0,0,0,0,,,NA,14,6,,,,Y,6
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,300,1,15285,PRACTICES OF LITERARY STUDY,SEM,3,"Houlik-Ritchey, Emily M.",20,18,18,0,0,0,0,0,,,NA,18,2,,,,Y,7
24_2,School of Humanities and Arts,Theatre,THEA,300,1,15384,INTRODUCTION TO THEATRE DESIGN,LL,3,"Krouskop, Mark A.",10,9,9,0,0,0,0,0,,,NA,9,1,,,,Y,7
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,300,1,20119,PRACTICES OF LITERARY STUDY,SEM,3,"Joseph, Betty",20,10,10,0,0,0,0,0,,,NA,10,10,,,,Y,8
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,300,2,25082,PRACTICES OF LITERARY STUDY,SEM,3,"Houlik-Ritchey, Emily M.",20,6,6,0,0,0,0,0,,,NA,6,14,,,,Y,8
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,300,1,13022,PRACTICES OF LITERARY STUDY,SEM,3,"Derrick, Scott S.",25,8,8,0,0,0,0,0,,,NA,8,17,,,,N,9
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,300,2,14671,PRACTICES OF LITERARY STUDY,SEM,3,"Dunbar, Eve",25,5,5,0,0,0,0,0,,,NA,5,20,,,,N,9
25_2,School of Humanities and Arts,Theatre,THEA,300,1,13053,INTRODUCTION TO THEATRE DESIGN,LL,3,"Krouskop, Mark A.",16,15,15,0,0,0,0,0,,,NA,15,1,,,,Y,9
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,ARAB,301,1,12165,THIRD YEAR ARABIC I,LEC,3,"Elsherbiny, Hossam A.",16,5,3,0,0,0,0,2,,,NA,5,11,,,,Y,1
21_2,School of Humanities and Arts,Art,ARTS,301,2,11902,BEGINNING PAINTING,STU,3,"Fowler, William G.",8,13,13,0,0,0,0,0,,,NA,13,-5,,,,Y,1
21_2,School of Humanities and Arts,Art,ARTS,301,4,14428,BEGINNING PAINTING,STU,3,"Fuchs, Francesca",10,10,10,0,0,0,0,0,,,NA,10,0,,,,Y,1
21_2,School of Humanities and Arts,Asian Studies,ASIA,301,902,14799,THE JAIN WORLDVIEW,LEC,3,"Bothra, Shivani",19,6,6,0,0,0,0,0,,,NA,6,13,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,301,1,11303,THIRD YEAR CHINESE I,LEC,3,"Fu, Liang",20,18,18,0,0,0,0,0,,,NA,18,2,,,,Y,1
21_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,1,14174,INTRO TO FICTION WRITING,SEM,3,"Dermont, Amber P.",8,4,4,0,0,0,0,0,XA,16,11,11,5,ENGL 301 002,14175,English and Creative Writing,Y,1
21_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,2,14175,INTRO TO FICTION WRITING,SEM,3,"Dermont, Amber P.",8,7,7,0,0,0,0,0,XA,16,11,11,5,ENGL 301 001,14174,English and Creative Writing,Y,1
21_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,3,14176,INTRO TO FICTION WRITING,SEM,3,"Dermont, Amber P.",8,6,6,0,0,0,0,0,XB,16,14,14,2,ENGL 301 004,14177,English and Creative Writing,Y,1
21_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,4,14177,INTRO TO FICTION WRITING,SEM,3,"Dermont, Amber P.",8,8,8,0,0,0,0,0,XB,16,14,14,2,ENGL 301 003,14176,English and Creative Writing,Y,1
21_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,5,14222,INTRO TO FICTION WRITING,SEM,3,"Washington, Bryan",8,6,6,0,0,0,0,0,XD,16,14,14,2,ENGL 301 006,14223,English and Creative Writing,Y,1
21_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,6,14223,INTRO TO FICTION WRITING,SEM,3,"Washington, Bryan",8,8,8,0,0,0,0,0,XD,16,14,14,2,ENGL 301 005,14222,English and Creative Writing,Y,1
21_2,School of Humanities and Arts,Environmental Studies,ENST,301,1,13191,ENVIRONMENTAL JUSTICE,SEM,3,"Heffes, Gisela",25,18,17,0,1,0,0,0,,,NA,18,7,,,,Y,1
21_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GERM,301,1,10724,THIRD YEAR GERMAN I,LEC,3,"Oesmann, Astrid",19,12,10,0,2,0,0,0,,,NA,12,7,,,,Y,1
21_2,School of Humanities and Arts,History,HIST,301,1,13741,FIGHTING THE SLAVE TRADE,LEC,3,"Domingues da Silva, Daniel B.",19,8,8,0,0,0,0,0,,,NA,8,11,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,301,2,12365,THIRD YEAR JAPANESE I,LEC,3,"Takayama, Hiromi",20,18,16,0,1,0,1,0,,,NA,18,2,,,,Y,1
21_2,School of Humanities and Arts,Jewish Studies,JWST,301,1,13759,JEWISH FOOD,SEM,3,"Furman, Joshua J.",20,8,7,0,1,0,0,0,,,NA,8,12,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,KORE,301,1,11463,THIRD YEAR KOREAN I,LEC,3,"Oh, Eun Young",20,17,17,0,0,0,0,0,,,NA,17,3,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,PORT,301,1,12168,THIRD YEAR PORTUGUESE I,LEC,3,"Scutti Santos, Helade",16,6,6,0,0,0,0,0,,,NA,6,10,,,,Y,1
21_2,School of Humanities and Arts,Religion,RELI,301,901,11835,NIETZSCHE & RELIGIOUS THOUGHT,LEC,3,"Stroup, John M.",21,13,13,0,0,0,0,0,2N,26,14,14,12,RELI 515 901,11836,Religion,Y,1
21_2,School of Humanities and Arts,Art,THEA,301,1,12687,ACTING I,LL,3,"Keefe, Christina",12,11,11,0,0,0,0,0,,,NA,11,1,,,,Y,1
22_1,School of Humanities and Arts,Art,ARTS,301,2,22866,BEGINNING PAINTING,STU,3,"Fowler, William G.",8,14,14,0,0,0,0,0,,,NA,14,-6,,,,Y,2
22_1,School of Humanities and Arts,Art,ARTS,301,3,21869,BEGINNING PAINTING,STU,3,"Fowler, William G.",8,10,10,0,0,0,0,0,,,NA,10,-2,,,,Y,2
22_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,1,25336,INTRO TO FICTION WRITING,SEM,3,"Washington, Bryan",6,5,5,0,0,0,0,0,XM,16,15,15,1,ENGL 301 002,25567,English and Creative Writing,Y,2
22_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,2,25567,INTRO TO FICTION WRITING,SEM,3,"Washington, Bryan",10,10,10,0,0,0,0,0,XM,16,15,15,1,ENGL 301 001,25336,English and Creative Writing,Y,2
22_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,3,25566,INTRO TO FICTION WRITING,SEM,3,"Bajani, Andrea",1,1,1,0,0,0,0,0,XN,16,15,15,1,ENGL 301 004,25568,English and Creative Writing,Y,2
22_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,4,25568,INTRO TO FICTION WRITING,SEM,3,"Bajani, Andrea",15,14,14,0,0,0,0,0,XN,16,15,15,1,ENGL 301 003,25566,English and Creative Writing,Y,2
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,ARAB,301,1,14251,THIRD YEAR ARABIC I,LEC,3,"Elsherbiny, Hossam A.",16,6,6,0,0,0,0,0,,,NA,6,10,,,,Y,3
22_2,School of Humanities and Arts,Art,ARTS,301,2,11660,BEGINNING PAINTING,STU,3,"Fowler, William G.",8,10,10,0,0,0,0,0,,,NA,10,-2,,,,Y,3
22_2,School of Humanities and Arts,Art,ARTS,301,4,13506,BEGINNING PAINTING,STU,3,"Bowdoin, Natasha M.",8,14,14,0,0,0,0,0,,,NA,14,-6,,,,Y,3
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,301,1,11152,THIRD YEAR CHINESE I,LEC,3,"Fu, Liang",20,10,10,0,0,0,0,0,,,NA,10,10,,,,Y,3
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,1,13290,INTRO TO FICTION WRITING,SEM,3,"Dermont, Amber P.",5,2,2,0,0,0,0,0,XA,16,12,12,4,ENGL 301 002,13291,English and Creative Writing,Y,3
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,2,13291,INTRO TO FICTION WRITING,SEM,3,"Dermont, Amber P.",11,10,10,0,0,0,0,0,XA,16,12,12,4,ENGL 301 001,13290,English and Creative Writing,Y,3
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,3,13292,INTRO TO FICTION WRITING,SEM,3,"Bajani, Andrea",1,1,1,0,0,0,0,0,XB,16,15,15,1,ENGL 301 004,13293,English and Creative Writing,Y,3
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,4,13293,INTRO TO FICTION WRITING,SEM,3,"Bajani, Andrea",15,14,14,0,0,0,0,0,XB,16,15,15,1,ENGL 301 003,13292,English and Creative Writing,Y,3
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,5,13983,INTRO TO FICTION WRITING,SEM,3,"Laymon, Kiese M.",5,6,6,0,0,0,0,0,XD,16,16,16,0,ENGL 301 006,14392,English and Creative Writing,Y,3
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,6,14392,INTRO TO FICTION WRITING,SEM,3,"Laymon, Kiese M.",11,10,10,0,0,0,0,0,XD,16,16,16,0,ENGL 301 005,13983,English and Creative Writing,Y,3
22_2,School of Humanities and Arts,Environmental Studies,ENST,301,1,12570,ENVIRONMENTAL JUSTICE,SEM,3,"Heffes, Gisela",25,15,15,0,0,0,0,0,,,NA,15,10,,,,Y,3
22_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",FREN,301,1,14262,ADV GRAM & LIT & CULTURAL APP,SEM,3,"Emami, Maryam",15,12,12,0,0,0,0,0,,,NA,12,3,,,,Y,3
22_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GERM,301,1,10646,THIRD YEAR GERMAN I,LEC,3,"Oesmann, Astrid",19,13,12,0,1,0,0,0,,,NA,13,6,,,,Y,3
22_2,School of Humanities and Arts,History,HIST,301,2,14011,FIGHTING THE SLAVE TRADE,LEC,3,"Myers, Kyle J.",30,11,11,0,0,0,0,0,,,NA,11,19,,,,Y,3
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,301,1,13949,THIRD YEAR JAPANESE I,LEC,3,"Takayama, Hiromi",16,8,7,0,1,0,0,0,,,NA,8,8,,,,Y,3
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,301,2,12026,THIRD YEAR JAPANESE I,LEC,3,"Takayama, Hiromi",20,16,15,0,1,0,0,0,,,NA,16,4,,,,Y,3
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,KORE,301,1,11292,THIRD YEAR KOREAN I,LEC,3,"Oh, Eun Young",20,20,20,0,0,0,0,0,,,NA,20,0,,,,Y,3
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,PORT,301,1,11873,THIRD YEAR PORTUGUESE I,LEC,3,"Scutti Santos, Helade",16,9,8,0,0,0,0,1,,,NA,9,7,,,,Y,3
22_2,School of Humanities and Arts,Religion,RELI,301,1,11603,NIETZSCHE & RELIGIOUS THOUGHT,LEC,3,"Stroup, John M.",14,5,4,1,0,0,0,0,2N,26,14,14,12,RELI 515 001,11604,Religion,Y,3
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,RUSS,301,1,14615,THIRD YEAR RUSSIAN I,LEC,3,"Moskvitina, Larisa I.",16,6,6,0,0,0,0,0,,,NA,6,10,,,,Y,3
22_2,School of Humanities and Arts,Art,THEA,301,1,12206,ACTING I,LL,3,"Keefe, Christina",14,12,11,0,1,0,0,0,,,NA,12,2,,,,Y,3
23_1,School of Humanities and Arts,Art,ARTS,301,1,21976,BEGINNING PAINTING,STU,3,"Bowdoin, Natasha M.",8,12,12,0,0,0,0,0,,,NA,12,-4,,,,Y,4
23_1,School of Humanities and Arts,Art,ARTS,301,3,21415,BEGINNING PAINTING,STU,3,"Fowler, William G.",8,11,11,0,0,0,0,0,,,NA,11,-3,,,,Y,4
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,1,23104,INTRO TO FICTION WRITING,SEM,3,"Washington, Bryan",8,7,7,0,0,0,0,0,XM,16,14,14,2,ENGL 301 002,23283,English and Creative Writing,Y,4
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,2,23283,INTRO TO FICTION WRITING,SEM,3,"Washington, Bryan",8,7,7,0,0,0,0,0,XM,16,14,14,2,ENGL 301 001,23104,English and Creative Writing,Y,4
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,3,23282,INTRO TO FICTION WRITING,SEM,3,"Bajani, Andrea",3,2,2,0,0,0,0,0,XN,16,15,15,1,ENGL 301 004,23284,English and Creative Writing,Y,4
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,4,23284,INTRO TO FICTION WRITING,SEM,3,"Bajani, Andrea",13,13,13,0,0,0,0,0,XN,16,15,15,1,ENGL 301 003,23282,English and Creative Writing,Y,4
23_1,School of Humanities and Arts,Environmental Studies,ENST,301,1,23900,ENVIRONMENTAL JUSTICE,SEM,3,"Moore, Sophia L.",25,24,24,0,0,0,0,0,,,NA,24,1,,,,N,4
23_2,School of Humanities and Arts,Art,ARTS,301,1,11660,BEGINNING PAINTING,STU,3,"Fowler, William G.",8,11,11,0,0,0,0,0,,,NA,11,-3,,,,Y,5
23_2,School of Humanities and Arts,Art,ARTS,301,3,13506,BEGINNING PAINTING,STU,3,"Alderson, Saran",8,7,7,0,0,0,0,0,,,NA,7,1,,,,Y,5
23_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,301,1,11152,THIRD YEAR CHINESE I,LEC,3,"Fu, Liang",20,17,17,0,0,0,0,0,,,NA,17,3,,,,Y,5
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,1,13290,INTRO TO FICTION WRITING,SEM,3,"Dermont, Amber P.",4,4,4,0,0,0,0,0,XA,16,17,17,-1,ENGL 301 002,13291,English and Creative Writing,Y,5
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,2,13291,INTRO TO FICTION WRITING,SEM,3,"Dermont, Amber P.",12,13,13,0,0,0,0,0,XA,16,17,17,-1,ENGL 301 001,13290,English and Creative Writing,Y,5
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,3,13292,INTRO TO FICTION WRITING,SEM,3,"Bajani, Andrea",5,5,5,0,0,0,0,0,XB,16,15,15,1,ENGL 301 004,13293,English and Creative Writing,Y,5
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,4,13293,INTRO TO FICTION WRITING,SEM,3,"Bajani, Andrea",11,10,10,0,0,0,0,0,XB,16,15,15,1,ENGL 301 003,13292,English and Creative Writing,Y,5
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,5,15286,INTRO TO FICTION WRITING,SEM,3,"Dermont, Amber P.",1,1,1,0,0,0,0,0,XC,16,15,15,1,ENGL 301 006,15573,English and Creative Writing,Y,5
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,6,15573,INTRO TO FICTION WRITING,SEM,3,"Dermont, Amber P.",15,14,14,0,0,0,0,0,XC,16,15,15,1,ENGL 301 005,15286,English and Creative Writing,Y,5
23_2,School of Humanities and Arts,Environmental Studies,ENST,301,1,12570,ENVIRONMENTAL JUSTICE,SEM,3,"Williams, Casey",25,24,24,0,0,0,0,0,,,NA,24,1,,,,Y,5
23_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",FREN,301,1,14262,ADV GRAM & LIT & CULTURAL APP,SEM,3,"Emami, Maryam",12,12,10,0,2,0,0,0,,,NA,12,0,,,,Y,5
23_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GERM,301,1,10646,THIRD YEAR GERMAN I,LEC,3,"Oesmann, Astrid",12,9,8,0,1,0,0,0,,,NA,9,3,,,,Y,5
23_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,ITAL,301,2,16064,THIRD YEAR ITALIAN I,LEC,3,"Giliberti, Maria C.",20,7,6,0,1,0,0,0,,,NA,7,13,,,,Y,5
23_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,301,1,13949,THIRD YEAR JAPANESE I,LEC,3,"Takayama, Hiromi",18,17,17,0,0,0,0,0,,,NA,17,1,,,,Y,5
23_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,301,2,12026,THIRD YEAR JAPANESE I,LEC,3,"Suzuki, Mamiko",18,8,8,0,0,0,0,0,,,NA,8,10,,,,Y,5
23_2,School of Humanities and Arts,Art,THEA,301,1,12206,ACTING I,LL,3,"Keefe, Christina",14,16,15,0,0,0,0,1,,,NA,16,-2,,,,Y,5
24_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,ARAB,301,1,24989,THIRD YEAR ARABIC I,LEC,3,"Elsherbiny, Hossam A.",20,6,5,0,1,0,0,0,,,NA,6,14,,,,Y,6
24_1,School of Humanities and Arts,Art,ARTS,301,1,21976,BEGINNING PAINTING,STU,3,"Alderson, Saran",8,9,9,0,0,0,0,0,,,NA,9,-1,,,,Y,6
24_1,School of Humanities and Arts,Art,ARTS,301,2,21415,BEGINNING PAINTING,STU,3,"Fowler, William G.",8,17,17,0,0,0,0,0,,,NA,17,-9,,,,Y,6
24_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,1,23104,INTRO TO FICTION WRITING,SEM,3,"Washington, Bryan",8,10,10,0,0,0,0,0,XM,16,18,18,-2,ENGL 301 002,23283,English and Creative Writing,Y,6
24_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,2,23283,INTRO TO FICTION WRITING,SEM,3,"Washington, Bryan",8,8,8,0,0,0,0,0,XM,16,18,18,-2,ENGL 301 001,23104,English and Creative Writing,Y,6
24_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,3,23282,INTRO TO FICTION WRITING,SEM,3,"Bajani, Andrea",3,1,1,0,0,0,0,0,XN,16,12,12,4,ENGL 301 004,23284,English and Creative Writing,N,6
24_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,4,23284,INTRO TO FICTION WRITING,SEM,3,"Bajani, Andrea",13,11,11,0,0,0,0,0,XN,16,12,12,4,ENGL 301 003,23282,English and Creative Writing,N,6
24_2,School of Humanities and Arts,Art,ARTS,301,1,11660,BEGINNING PAINTING,STU,3,"Fowler, William G.",8,10,10,0,0,0,0,0,,,NA,10,-2,,,,Y,7
24_2,School of Humanities and Arts,Art,ARTS,301,3,13506,BEGINNING PAINTING,STU,3,"Fowler, William G.",8,9,8,0,1,0,0,0,,,NA,9,-1,,,,Y,7
24_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,301,1,11152,THIRD YEAR CHINESE I,LEC,3,"Fu, Liang",20,12,11,0,0,0,0,1,,,NA,12,8,,,,Y,7
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,1,13290,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",10,9,9,0,0,0,0,0,XA,16,15,15,1,ENGL 301 002,13291,English and Creative Writing,Y,7
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,2,13291,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",6,6,6,0,0,0,0,0,XA,16,15,15,1,ENGL 301 001,13290,English and Creative Writing,Y,7
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,5,15286,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",10,10,10,0,0,0,0,0,XC,16,16,16,0,ENGL 301 006,15573,English and Creative Writing,Y,7
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,6,15573,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",6,6,5,0,1,0,0,0,XC,16,16,16,0,ENGL 301 005,15286,English and Creative Writing,Y,7
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,7,17673,INTRO TO FICTION WRITING,SEM,3,"Bajani, Andrea",12,10,10,0,0,0,0,0,XD,16,13,13,3,ENGL 301 008,17655,English and Creative Writing,Y,7
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,8,17655,INTRO TO FICTION WRITING,SEM,3,"Bajani, Andrea",4,3,3,0,0,0,0,0,XD,16,13,13,3,ENGL 301 007,17673,English and Creative Writing,Y,7
24_2,School of Humanities and Arts,Environmental Studies,ENST,301,1,12570,ENVIRONMENTAL JUSTICE,SEM,3,"Hill, Chaney E.",30,29,29,0,0,0,0,0,,,NA,29,1,,,,Y,7
24_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",FREN,301,1,14262,GRAMMAR AND CULTURAL LITERACY,SEM,3,"Emami, Maryam",25,12,12,0,0,0,0,0,,,NA,12,13,,,,Y,7
24_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",GERM,301,1,10646,THIRD YEAR GERMAN I,LEC,3,"Oesmann, Astrid",25,9,9,0,0,0,0,0,,,NA,9,16,,,,Y,7
24_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,301,1,13949,THIRD YEAR JAPANESE I,LEC,3,"Takayama, Hiromi",20,10,9,0,1,0,0,0,,,NA,10,10,,,,Y,7
24_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,301,2,12026,THIRD YEAR JAPANESE I,LEC,3,"Suzuki, Mamiko",20,10,9,0,1,0,0,0,,,NA,10,10,,,,Y,7
24_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,KORE,301,1,16822,THIRD YEAR KOREAN I,LEC,3,"Oh, Eun Young",20,13,13,0,0,0,0,0,,,NA,13,7,,,,Y,7
24_2,School of Humanities and Arts,Politics Law Social Thought,PLST,301,1,16902,MODERN POLITICAL THOUGHT,LEC,3,"Emden, Christian J.",50,15,13,0,0,0,0,2,,,NA,15,35,,,,Y,7
24_2,School of Humanities and Arts,Theatre,THEA,301,1,12206,ACTING I,LL,3,"Keefe, Christina",14,14,13,0,0,0,0,1,,,NA,14,0,,,,Y,7
25_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,ARAB,301,1,24989,THIRD YEAR ARABIC I,LEC,3,"Elsherbiny, Hossam A.",20,7,6,0,0,0,1,0,,,NA,7,13,,,,Y,8
25_1,School of Humanities and Arts,Art,ARTS,301,1,21976,BEGINNING PAINTING,STU,3,"Fowler, William G.",8,9,9,0,0,0,0,0,,,NA,9,-1,,,,Y,8
25_1,School of Humanities and Arts,Art,ARTS,301,2,21415,BEGINNING PAINTING,STU,3,"Fowler, William G.",8,11,11,0,0,0,0,0,,,NA,11,-3,,,,Y,8
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,1,23104,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",10,8,8,0,0,0,0,0,XM,16,13,13,3,ENGL 301 002,23283,English and Creative Writing,Y,8
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,2,23283,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",6,5,5,0,0,0,0,0,XM,16,13,13,3,ENGL 301 001,23104,English and Creative Writing,Y,8
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,3,23282,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",10,10,10,0,0,0,0,0,XN,16,14,14,2,ENGL 301 004,23284,English and Creative Writing,Y,8
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,301,4,23284,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",6,4,4,0,0,0,0,0,XN,16,14,14,2,ENGL 301 003,23282,English and Creative Writing,Y,8
25_1,School of Humanities and Arts,Environmental Studies,ENST,301,1,26309,ENVIRONMENTAL JUSTICE,SEM,3,"Williams, Casey",30,31,31,0,0,0,0,0,,,NA,31,-1,,,,Y,8
25_2,School of Humanities and Arts,Asian Studies,ARAB,301,1,14784,THIRD YEAR ARABIC I,LEC,3,"Elsherbiny, Hossam A.",20,6,6,0,0,0,0,0,,,NA,6,14,,,,Y,9
25_2,School of Humanities and Arts,Art,ARTS,301,1,11334,BEGINNING PAINTING,STU,3,"Fowler, William G.",10,9,8,0,1,0,0,0,ZK,15,10,10,5,ARTS 301 002,14910,Art,Y,9
25_2,School of Humanities and Arts,Art,ARTS,301,2,14910,BEGINNING PAINTING,STU,3,"Fowler, William G.",5,1,1,0,0,0,0,0,ZK,15,10,10,5,ARTS 301 001,11334,Art,Y,9
25_2,School of Humanities and Arts,Art,ARTS,301,3,12413,BEGINNING PAINTING,STU,3,"Fowler, William G.",10,10,10,0,0,0,0,0,ZL,15,15,15,0,ARTS 301 004,14911,Art,Y,9
25_2,School of Humanities and Arts,Art,ARTS,301,4,14911,BEGINNING PAINTING,STU,3,"Fowler, William G.",5,5,5,0,0,0,0,0,ZL,15,15,15,0,ARTS 301 003,12413,Art,Y,9
25_2,School of Humanities and Arts,Asian Studies,CHIN,301,1,10953,THIRD YEAR CHINESE I,LEC,3,"Fu, Liang",20,14,13,0,1,0,0,0,,,NA,14,6,,,,Y,9
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,301,1,12355,INTRO TO FICTION WRITING,SEM,3,"Boshier, Rosa",13,15,15,0,0,0,0,0,XA,16,17,17,-1,ENGL 301 002,12356,English and Creative Writing,Y,9
